review_page,review_title,review_content,review_star,reviewer_location,review_date,crawled_date
22,A must see if you're a military history fan.,"The tour for 20$SGD is excellent and very informative. The guide was very knowledgeable, organized and easy to understand. The bunker has several high points and is worth the money and 1.75hrs if in Singapore.",50,Ecuador,Dec 2019,20200310
22,Singapore Experience,Excellent. Our guide was informative and we were very impressed with the format of the tour and the real life figures throughout the building. It made the whole experience more authentic.,50,"Brisbane, California",Dec 2019,20200310
22,A must,"Excellent trip, the staff were very knowledgeable and will answer all questions in a professional manner.",50,Oakham,Dec 2019,20200310
23,Enjoyable tour of a WW2 bunker,"While some of the mannequin dioramas were a bit cheesy, this is a tour of a relatively intact WW2 command bunker. The tour was engaging and explored the historic events that happened within the bunker and their impact.",50,,Dec 2019,20200310
23,Immersive Historical Tour,The tour was pretty immersive. Ms. Joanne was a great tour guide and she has a good background of the history that happened in Battlebox.,40,"Quezon City, Philippines",Dec 2019,20200310
23,Battlebox,"We enjoyed the professional presentation of the guide and the tour of the Bunker system. It was a great experience, with a better appreciation of what happened during the Japanese Invasion of Asia.",50,,Dec 2019,20200310
23,Great learning experience,Our tour guide was excellentShe was knowledgeable and spoke very well.We we're lucky to have the director as well who provided additional info and spoke well too.Be prepared to stay on your feet for most part of the visit,50,,Dec 2019,20200310
23,Excellent docent Shawn.,"Very informative, docent was able to answer questions very well and walked us through without hemming and hawing.",50,,Dec 2019,20200310
24,Must go museum tour,Very interesting and informative tour. Definitely worth every penny that you pay for. Even our kids enjoy the tour. Definitely the best museum tour in Singapore.,50,"Singapore, Singapore",Dec 2019,20200310
24,A little disappointed,I cannot say this was by any means a highlight of my trip. I did take an interest in the War and the Japanese invasion. However I did enjoy an excellent history review in a tent close by and some exhibits. Worth walking and exploring Fort Canning Park all round it.,30,"London, United Kingdom",Dec 2019,20200310
24,Superbly presented tour,"This was an exceptionally presented walking tour of the battlebox. The tour guide Shaun was well informed and his enthusiasm for the subject brought the historical events to life. We moved easily between rooms with interesting boards, displays and videos. Highly recommend this. Tip: book online in advance . No photos inside the battlebox.",50,"Gloucestershire, United Kingdom",Dec 2019,20200310
24,Fantastic tour very informative,Recommendation by a friend very glad we went. Horris was a great tour guide plenty of opportunities to take a seat and rest while watching videos on the tour. Fort Canning hotel located next door good for a coffee or accommodation,50,,Dec 2019,20200310
24,Wonderful Tour!,I highly recommend this tour to anyone interested in WWII history. We learned so much about Singapore's surrender to the Japanese and enjoyed the explanations about each part of the underground command center. The tour is about 1-1/2 hour so it is just the right amount of time to get a great history lesson.,50,edmond ok,Dec 2019,20200310
25,Ww2 history,A comprehensive tour of the original Battlebox is both worthwhile to really see the difficult conditions the local and British men worked in. A living memory not to be missed.,30,"Bunbury, Australia",Dec 2019,20200310
25,Battlebox Tour,The battlebox was one of the highlights of our seven day holiday in Singapore. We were transported to the time and place where one of the toughest decisions of WW2 was made. Brilliantly organised by Singapore Visitor Centre this “bunker” tour will remain in our memory forever. Our special thanks go to the tour guide for being so informative and unbiased.,50,"Perth, Australia",Dec 2019,20200310
25,Great Tour,Very well arranged and interesting tour about the history (not only the surrender) of Singapore! Well informed and very friendly guide + well chosen film clips.,50,"Bochum, Deutschland",Dec 2019,20200310
25,Very interesting bit of WW2 history,We had a tour of the Battlebox in November 2019. Our tour guide was fantastic and very knowledgeable. It it a part of history that gets forgotten and is a fascinating insight into Singapore.,50,"Leeds, United Kingdom",Dec 2019,20200310
25,Second World War History in Singapore,Placed in Fort Canning Hill this interesting exibition allows you to understand the last hours of the British troops defending Singapore before they surrend to overwhelming Japanese army.,50,"Turin, Italy",Dec 2019,20200310
